0.254,0.500,0.254,0.500, 0.754,0.715,0.246,0.285, 0.754,0.215,0.246,0.215
0.249,0.750,0.249,0.250, 0.749,0.500,0.251,0.500, 0.249,0.250,0.249,0.250
0.311,0.500,0.311,0.500, 0.811,0.703,0.189,0.297, 0.811,0.203,0.189,0.203
0.806,0.251,0.194,0.251, 0.806,0.751,0.194,0.249, 0.306,0.500,0.306,0.500
0.500,0.730,0.500,0.270, 0.221,0.230,0.221,0.230, 0.721,0.230,0.279,0.230
0.279,0.781,0.279,0.219, 0.500,0.281,0.500,0.281, 0.779,0.781,0.221,0.219
0.731,0.786,0.269,0.214, 0.231,0.786,0.231,0.214, 0.500,0.286,0.500,0.286
0.234,0.207,0.234,0.207, 0.734,0.500,0.266,0.500, 0.234,0.707,0.234,0.293
0.267,0.244,0.267,0.244, 0.500,0.744,0.500,0.256, 0.767,0.244,0.233,0.244
0.263,0.500,0.263,0.500, 0.763,0.732,0.237,0.268, 0.763,0.232,0.237,0.232
0.245,0.246,0.245,0.246, 0.500,0.746,0.500,0.254, 0.745,0.246,0.255,0.246
0.237,0.687,0.237,0.313, 0.737,0.500,0.263,0.500, 0.237,0.187,0.237,0.187
0.773,0.271,0.227,0.271, 0.773,0.771,0.227,0.229, 0.273,0.500,0.273,0.500
0.231,0.165,0.231,0.165, 0.731,0.500,0.269,0.500, 0.231,0.665,0.231,0.335
0.708,0.774,0.292,0.226, 0.500,0.274,0.500,0.274, 0.208,0.774,0.208,0.226
0.500,0.274,0.500,0.274, 0.774,0.774,0.226,0.226, 0.274,0.774,0.274,0.226
0.500,0.317,0.500,0.317, 0.877,0.817,0.123,0.183, 0.377,0.817,0.377,0.183
0.768,0.177,0.232,0.177, 0.768,0.677,0.232,0.323, 0.268,0.500,0.268,0.500
0.258,0.500,0.258,0.500, 0.758,0.291,0.242,0.291, 0.758,0.791,0.242,0.209
0.500,0.710,0.500,0.290, 0.721,0.210,0.279,0.210, 0.221,0.210,0.221,0.210
0.500,0.267,0.500,0.267, 0.749,0.767,0.251,0.233, 0.249,0.767,0.249,0.233
0.208,0.275,0.208,0.275, 0.708,0.500,0.292,0.500, 0.208,0.775,0.208,0.225
0.500,0.705,0.500,0.295, 0.689,0.205,0.311,0.205, 0.189,0.205,0.189,0.205
0.761,0.259,0.239,0.259, 0.761,0.759,0.239,0.241, 0.261,0.500,0.261,0.500
0.782,0.245,0.218,0.245, 0.282,0.245,0.282,0.245, 0.500,0.745,0.500,0.255
0.657,0.790,0.343,0.210, 0.500,0.290,0.500,0.290, 0.157,0.790,0.157,0.210
0.188,0.325,0.188,0.325, 0.188,0.825,0.188,0.175, 0.688,0.500,0.312,0.500
0.226,0.705,0.226,0.295, 0.726,0.500,0.274,0.500, 0.226,0.205,0.226,0.205
0.792,0.161,0.208,0.161, 0.292,0.500,0.292,0.500, 0.792,0.661,0.208,0.339
0.730,0.500,0.270,0.500, 0.230,0.746,0.230,0.254, 0.230,0.246,0.230,0.246
0.800,0.769,0.200,0.231, 0.300,0.500,0.300,0.500, 0.800,0.269,0.200,0.269
0.702,0.764,0.298,0.236, 0.500,0.264,0.500,0.264, 0.202,0.764,0.202,0.236
0.248,0.290,0.248,0.290, 0.248,0.790,0.248,0.210, 0.748,0.500,0.252,0.500
0.235,0.236,0.235,0.236, 0.735,0.500,0.265,0.500, 0.235,0.736,0.235,0.264
0.237,0.770,0.237,0.230, 0.737,0.500,0.263,0.500, 0.237,0.270,0.237,0.270
0.198,0.228,0.198,0.228, 0.198,0.728,0.198,0.272, 0.698,0.500,0.302,0.500
0.500,0.299,0.500,0.299, 0.712,0.799,0.288,0.201, 0.212,0.799,0.212,0.201
0.500,0.690,0.500,0.310, 0.791,0.190,0.209,0.190, 0.291,0.190,0.291,0.190
0.742,0.500,0.258,0.500, 0.242,0.692,0.242,0.308, 0.242,0.192,0.242,0.192
0.735,0.500,0.265,0.500, 0.235,0.779,0.235,0.221, 0.235,0.279,0.235,0.279
0.500,0.250,0.500,0.250, 0.227,0.750,0.227,0.250, 0.727,0.750,0.273,0.250
0.779,0.244,0.221,0.244, 0.279,0.244,0.279,0.244, 0.500,0.744,0.500,0.256
0.718,0.214,0.282,0.214, 0.500,0.714,0.500,0.286, 0.218,0.214,0.218,0.214
0.749,0.756,0.251,0.244, 0.249,0.756,0.249,0.244, 0.500,0.256,0.500,0.256
0.187,0.200,0.187,0.200, 0.500,0.700,0.500,0.300, 0.687,0.200,0.313,0.200
0.697,0.500,0.303,0.500, 0.197,0.736,0.197,0.264, 0.197,0.236,0.197,0.236
0.500,0.306,0.500,0.306, 0.247,0.806,0.247,0.194, 0.747,0.806,0.253,0.194
0.238,0.804,0.238,0.196, 0.500,0.304,0.500,0.304, 0.738,0.804,0.262,0.196
0.219,0.310,0.219,0.310, 0.719,0.500,0.281,0.500, 0.219,0.810,0.219,0.190
0.745,0.228,0.255,0.228, 0.500,0.728,0.500,0.272, 0.245,0.228,0.245,0.228
0.280,0.500,0.280,0.500, 0.780,0.284,0.220,0.284, 0.780,0.784,0.220,0.216
0.683,0.500,0.317,0.500, 0.183,0.276,0.183,0.276, 0.183,0.776,0.183,0.224
0.714,0.238,0.286,0.238, 0.214,0.238,0.214,0.238, 0.500,0.738,0.500,0.262
0.717,0.500,0.283,0.500, 0.217,0.220,0.217,0.220, 0.217,0.720,0.217,0.280
0.280,0.795,0.280,0.205, 0.500,0.295,0.500,0.295, 0.780,0.795,0.220,0.205
0.500,0.279,0.500,0.279, 0.176,0.779,0.176,0.221, 0.676,0.779,0.324,0.221
0.716,0.500,0.284,0.500, 0.216,0.797,0.216,0.203, 0.216,0.297,0.216,0.297
0.771,0.780,0.229,0.220, 0.500,0.280,0.500,0.280, 0.271,0.780,0.271,0.220
0.268,0.500,0.268,0.500, 0.768,0.200,0.232,0.200, 0.768,0.700,0.232,0.300
0.764,0.753,0.236,0.247, 0.264,0.500,0.264,0.500, 0.764,0.253,0.236,0.253
0.211,0.762,0.211,0.238, 0.500,0.262,0.500,0.262, 0.711,0.762,0.289,0.238
0.500,0.713,0.500,0.287, 0.828,0.213,0.172,0.213, 0.328,0.213,0.328,0.213
0.500,0.740,0.500,0.260, 0.781,0.240,0.219,0.240, 0.281,0.240,0.281,0.240
0.780,0.250,0.220,0.250, 0.780,0.750,0.220,0.250, 0.280,0.500,0.280,0.500
0.189,0.270,0.189,0.270, 0.189,0.770,0.189,0.230, 0.689,0.500,0.311,0.500
0.748,0.770,0.252,0.230, 0.500,0.270,0.500,0.270, 0.248,0.770,0.248,0.230
0.156,0.147,0.156,0.147, 0.656,0.500,0.344,0.500, 0.156,0.647,0.156,0.353
0.758,0.227,0.242,0.227, 0.500,0.727,0.500,0.273, 0.258,0.227,0.258,0.227
0.204,0.274,0.204,0.274, 0.204,0.774,0.204,0.226, 0.704,0.500,0.296,0.500
0.708,0.790,0.292,0.210, 0.500,0.290,0.500,0.290, 0.208,0.790,0.208,0.210
0.746,0.233,0.254,0.233, 0.500,0.733,0.500,0.267, 0.246,0.233,0.246,0.233
0.188,0.220,0.188,0.220, 0.500,0.720,0.500,0.280, 0.688,0.220,0.312,0.220
0.500,0.715,0.500,0.285, 0.779,0.215,0.221,0.215, 0.279,0.215,0.279,0.215
0.787,0.800,0.213,0.200, 0.287,0.500,0.287,0.500, 0.787,0.300,0.213,0.300
0.196,0.285,0.196,0.285, 0.196,0.785,0.196,0.215, 0.696,0.500,0.304,0.500
0.751,0.224,0.249,0.224, 0.751,0.724,0.249,0.276, 0.251,0.500,0.251,0.500
0.216,0.781,0.216,0.219, 0.216,0.281,0.216,0.281, 0.716,0.500,0.284,0.500
0.697,0.500,0.303,0.500, 0.197,0.771,0.197,0.229, 0.197,0.271,0.197,0.271
0.770,0.230,0.230,0.230, 0.500,0.730,0.500,0.270, 0.270,0.230,0.270,0.230
0.775,0.207,0.225,0.207, 0.275,0.207,0.275,0.207, 0.500,0.707,0.500,0.293
0.500,0.285,0.500,0.285, 0.700,0.785,0.300,0.215, 0.200,0.785,0.200,0.215
0.756,0.757,0.244,0.243, 0.256,0.757,0.256,0.243, 0.500,0.257,0.500,0.257
0.747,0.824,0.253,0.176, 0.247,0.824,0.247,0.176, 0.500,0.324,0.500,0.324
0.775,0.255,0.225,0.255, 0.275,0.500,0.275,0.500, 0.775,0.755,0.225,0.245
0.333,0.500,0.333,0.500, 0.833,0.324,0.167,0.324, 0.833,0.824,0.167,0.176
0.277,0.500,0.277,0.500, 0.777,0.235,0.223,0.235, 0.777,0.735,0.223,0.265
0.189,0.754,0.189,0.246, 0.189,0.254,0.189,0.254, 0.689,0.500,0.311,0.500
0.500,0.723,0.500,0.277, 0.267,0.223,0.267,0.223, 0.767,0.223,0.233,0.223
0.280,0.500,0.280,0.500, 0.780,0.744,0.220,0.256, 0.780,0.244,0.220,0.244
0.797,0.683,0.203,0.317, 0.797,0.183,0.203,0.183, 0.297,0.500,0.297,0.500
0.789,0.296,0.211,0.296, 0.789,0.796,0.211,0.204, 0.289,0.500,0.289,0.500
0.231,0.782,0.231,0.218, 0.731,0.782,0.269,0.218, 0.500,0.282,0.500,0.282
0.500,0.323,0.500,0.323, 0.791,0.823,0.209,0.177, 0.291,0.823,0.291,0.177
0.863,0.348,0.137,0.348, 0.363,0.500,0.363,0.500, 0.863,0.848,0.137,0.152
0.500,0.286,0.500,0.286, 0.708,0.786,0.292,0.214, 0.208,0.786,0.208,0.214
0.705,0.221,0.295,0.221, 0.500,0.721,0.500,0.279, 0.205,0.221,0.205,0.221
0.500,0.251,0.500,0.251, 0.805,0.751,0.195,0.249, 0.305,0.751,0.305,0.249
0.254,0.500,0.254,0.500, 0.754,0.215,0.246,0.215, 0.754,0.715,0.246,0.285
0.677,0.801,0.323,0.199, 0.500,0.301,0.500,0.301, 0.177,0.801,0.177,0.199
0.722,0.751,0.278,0.249, 0.500,0.251,0.500,0.251, 0.222,0.751,0.222,0.249
0.748,0.500,0.252,0.500, 0.248,0.195,0.248,0.195, 0.248,0.695,0.248,0.305
0.685,0.500,0.315,0.500, 0.185,0.716,0.185,0.284, 0.185,0.216,0.185,0.216
0.733,0.500,0.267,0.500, 0.233,0.760,0.233,0.240, 0.233,0.260,0.233,0.260
0.712,0.788,0.288,0.212, 0.500,0.288,0.500,0.288, 0.212,0.788,0.212,0.212
0.228,0.790,0.228,0.210, 0.500,0.290,0.500,0.290, 0.728,0.790,0.272,0.210
0.794,0.777,0.206,0.223, 0.294,0.500,0.294,0.500, 0.794,0.277,0.206,0.277
0.779,0.707,0.221,0.293, 0.279,0.500,0.279,0.500, 0.779,0.207,0.221,0.207
0.771,0.813,0.229,0.187, 0.500,0.313,0.500,0.313, 0.271,0.813,0.271,0.187
0.243,0.764,0.243,0.236, 0.743,0.500,0.257,0.500, 0.243,0.264,0.243,0.264
0.806,0.208,0.194,0.208, 0.306,0.208,0.306,0.208, 0.500,0.708,0.500,0.292
0.500,0.394,0.500,0.394, 0.703,0.894,0.297,0.106, 0.203,0.894,0.203,0.106
0.755,0.246,0.245,0.246, 0.255,0.500,0.255,0.500, 0.755,0.746,0.245,0.254
0.843,0.307,0.157,0.307, 0.843,0.807,0.157,0.193, 0.343,0.500,0.343,0.500
0.730,0.776,0.270,0.224, 0.230,0.776,0.230,0.224, 0.500,0.276,0.500,0.276
0.857,0.750,0.143,0.250, 0.500,0.250,0.500,0.250, 0.357,0.750,0.357,0.250
0.328,0.795,0.328,0.205, 0.828,0.795,0.172,0.205, 0.500,0.295,0.500,0.295
0.303,0.233,0.303,0.233, 0.500,0.733,0.500,0.267, 0.803,0.233,0.197,0.233
0.254,0.179,0.254,0.179, 0.500,0.679,0.500,0.321, 0.754,0.179,0.246,0.179
0.697,0.500,0.303,0.500, 0.197,0.293,0.197,0.293, 0.197,0.793,0.197,0.207
0.500,0.724,0.500,0.276, 0.307,0.224,0.307,0.224, 0.807,0.224,0.193,0.224
0.500,0.706,0.500,0.294, 0.711,0.206,0.289,0.206, 0.211,0.206,0.211,0.206
0.835,0.789,0.165,0.211, 0.500,0.289,0.500,0.289, 0.335,0.789,0.335,0.211
0.278,0.500,0.278,0.500, 0.778,0.747,0.222,0.253, 0.778,0.247,0.222,0.247
0.795,0.697,0.205,0.303, 0.295,0.500,0.295,0.500, 0.795,0.197,0.205,0.197
0.830,0.273,0.170,0.273, 0.830,0.773,0.170,0.227, 0.330,0.500,0.330,0.500
0.694,0.500,0.306,0.500, 0.194,0.772,0.194,0.228, 0.194,0.272,0.194,0.272
0.238,0.707,0.238,0.293, 0.738,0.500,0.262,0.500, 0.238,0.207,0.238,0.207
0.229,0.790,0.229,0.210, 0.729,0.790,0.271,0.210, 0.500,0.290,0.500,0.290
0.238,0.753,0.238,0.247, 0.738,0.500,0.262,0.500, 0.238,0.253,0.238,0.253
0.149,0.808,0.149,0.192, 0.649,0.500,0.351,0.500, 0.149,0.308,0.149,0.308
0.176,0.273,0.176,0.273, 0.676,0.500,0.324,0.500, 0.176,0.773,0.176,0.227
0.805,0.748,0.195,0.252, 0.305,0.500,0.305,0.500, 0.805,0.248,0.195,0.248
0.500,0.301,0.500,0.301, 0.741,0.801,0.259,0.199, 0.241,0.801,0.241,0.199
0.837,0.190,0.163,0.190, 0.837,0.690,0.163,0.310, 0.337,0.500,0.337,0.500
0.743,0.500,0.257,0.500, 0.243,0.759,0.243,0.241, 0.243,0.259,0.243,0.259
0.215,0.239,0.215,0.239, 0.715,0.239,0.285,0.239, 0.500,0.739,0.500,0.261
0.843,0.224,0.157,0.224, 0.843,0.724,0.157,0.276, 0.343,0.500,0.343,0.500
0.244,0.765,0.244,0.235, 0.244,0.265,0.244,0.265, 0.744,0.500,0.256,0.500
0.767,0.241,0.233,0.241, 0.767,0.741,0.233,0.259, 0.267,0.500,0.267,0.500
0.500,0.273,0.500,0.273, 0.224,0.773,0.224,0.227, 0.724,0.773,0.276,0.227
0.808,0.803,0.192,0.197, 0.500,0.303,0.500,0.303, 0.308,0.803,0.308,0.197
0.230,0.821,0.230,0.179, 0.230,0.321,0.230,0.321, 0.730,0.500,0.270,0.500
0.500,0.748,0.500,0.252, 0.293,0.248,0.293,0.248, 0.793,0.248,0.207,0.248
0.268,0.794,0.268,0.206, 0.500,0.294,0.500,0.294, 0.768,0.794,0.232,0.206
0.500,0.295,0.500,0.295, 0.757,0.795,0.243,0.205, 0.257,0.795,0.257,0.205
0.786,0.245,0.214,0.245, 0.500,0.745,0.500,0.255, 0.286,0.245,0.286,0.245
0.500,0.274,0.500,0.274, 0.231,0.774,0.231,0.226, 0.731,0.774,0.269,0.226
0.824,0.239,0.176,0.239, 0.500,0.739,0.500,0.261, 0.324,0.239,0.324,0.239
0.308,0.500,0.308,0.500, 0.808,0.803,0.192,0.197, 0.808,0.303,0.192,0.303
0.500,0.733,0.500,0.267, 0.202,0.233,0.202,0.233, 0.702,0.233,0.298,0.233
0.848,0.289,0.152,0.289, 0.848,0.789,0.152,0.211, 0.348,0.500,0.348,0.500
0.712,0.500,0.288,0.500, 0.212,0.752,0.212,0.248, 0.212,0.252,0.212,0.252
0.237,0.238,0.237,0.238, 0.500,0.738,0.500,0.262, 0.737,0.238,0.263,0.238
0.500,0.729,0.500,0.271, 0.789,0.229,0.211,0.229, 0.289,0.229,0.289,0.229
0.500,0.315,0.500,0.315, 0.744,0.815,0.256,0.185, 0.244,0.815,0.244,0.185
0.500,0.697,0.500,0.303, 0.761,0.197,0.239,0.197, 0.261,0.197,0.261,0.197
0.289,0.761,0.289,0.239, 0.789,0.761,0.211,0.239, 0.500,0.261,0.500,0.261
0.500,0.295,0.500,0.295, 0.271,0.795,0.271,0.205, 0.771,0.795,0.229,0.205
0.775,0.727,0.225,0.273, 0.275,0.500,0.275,0.500, 0.775,0.227,0.225,0.227
0.265,0.250,0.265,0.250, 0.765,0.250,0.235,0.250, 0.500,0.750,0.500,0.250
0.234,0.796,0.234,0.204, 0.500,0.296,0.500,0.296, 0.734,0.796,0.266,0.204
0.500,0.282,0.500,0.282, 0.745,0.782,0.255,0.218, 0.245,0.782,0.245,0.218
0.210,0.757,0.210,0.243, 0.710,0.757,0.290,0.243, 0.500,0.257,0.500,0.257
0.789,0.240,0.211,0.240, 0.289,0.240,0.289,0.240, 0.500,0.740,0.500,0.260
0.786,0.725,0.214,0.275, 0.786,0.225,0.214,0.225, 0.286,0.500,0.286,0.500
0.729,0.500,0.271,0.500, 0.229,0.695,0.229,0.305, 0.229,0.195,0.229,0.195
0.285,0.785,0.285,0.215, 0.500,0.285,0.500,0.285, 0.785,0.785,0.215,0.215
0.764,0.705,0.236,0.295, 0.764,0.205,0.236,0.205, 0.264,0.500,0.264,0.500
0.307,0.500,0.307,0.500, 0.807,0.737,0.193,0.263, 0.807,0.237,0.193,0.237
0.250,0.500,0.250,0.500, 0.750,0.199,0.250,0.199, 0.750,0.699,0.250,0.301
0.703,0.500,0.297,0.500, 0.203,0.252,0.203,0.252, 0.203,0.752,0.203,0.248
0.231,0.793,0.231,0.207, 0.731,0.500,0.269,0.500, 0.231,0.293,0.231,0.293
0.766,0.744,0.234,0.256, 0.766,0.244,0.234,0.244, 0.266,0.500,0.266,0.500
0.714,0.500,0.286,0.500, 0.214,0.289,0.214,0.289, 0.214,0.789,0.214,0.211
0.313,0.752,0.313,0.248, 0.500,0.252,0.500,0.252, 0.813,0.752,0.187,0.248
0.732,0.500,0.268,0.500, 0.232,0.253,0.232,0.253, 0.232,0.753,0.232,0.247
0.840,0.773,0.160,0.227, 0.340,0.773,0.340,0.227, 0.500,0.273,0.500,0.273
0.262,0.193,0.262,0.193, 0.762,0.193,0.238,0.193, 0.500,0.693,0.500,0.307
0.500,0.679,0.500,0.321, 0.261,0.179,0.261,0.179, 0.761,0.179,0.239,0.179
0.758,0.728,0.242,0.272, 0.758,0.228,0.242,0.228, 0.258,0.500,0.258,0.500
0.811,0.707,0.189,0.293, 0.811,0.207,0.189,0.207, 0.311,0.500,0.311,0.500
0.198,0.783,0.198,0.217, 0.500,0.283,0.500,0.283, 0.698,0.783,0.302,0.217
0.658,0.500,0.342,0.500, 0.158,0.294,0.158,0.294, 0.158,0.794,0.158,0.206
0.223,0.726,0.223,0.274, 0.723,0.500,0.277,0.500, 0.223,0.226,0.223,0.226
0.758,0.241,0.242,0.241, 0.258,0.500,0.258,0.500, 0.758,0.741,0.242,0.259
0.819,0.725,0.181,0.275, 0.319,0.500,0.319,0.500, 0.819,0.225,0.181,0.225
0.282,0.500,0.282,0.500, 0.782,0.772,0.218,0.228, 0.782,0.272,0.218,0.272
0.700,0.216,0.300,0.216, 0.200,0.216,0.200,0.216, 0.500,0.716,0.500,0.284
0.213,0.770,0.213,0.230, 0.713,0.500,0.287,0.500, 0.213,0.270,0.213,0.270
0.217,0.190,0.217,0.190, 0.717,0.190,0.283,0.190, 0.500,0.690,0.500,0.310
0.827,0.799,0.173,0.201, 0.500,0.299,0.500,0.299, 0.327,0.799,0.327,0.201
0.770,0.201,0.230,0.201, 0.270,0.201,0.270,0.201, 0.500,0.701,0.500,0.299
0.199,0.779,0.199,0.221, 0.199,0.279,0.199,0.279, 0.699,0.500,0.301,0.500
0.232,0.227,0.232,0.227, 0.232,0.727,0.232,0.273, 0.732,0.500,0.268,0.500
0.707,0.500,0.293,0.500, 0.207,0.223,0.207,0.223, 0.207,0.723,0.207,0.277
0.828,0.764,0.172,0.236, 0.828,0.264,0.172,0.264, 0.328,0.500,0.328,0.500
0.298,0.750,0.298,0.250, 0.500,0.250,0.500,0.250, 0.798,0.750,0.202,0.250
0.221,0.351,0.221,0.351, 0.221,0.851,0.221,0.149, 0.721,0.500,0.279,0.500
0.757,0.708,0.243,0.292, 0.757,0.208,0.243,0.208, 0.257,0.500,0.257,0.500
0.185,0.683,0.185,0.317, 0.185,0.183,0.185,0.183, 0.685,0.500,0.315,0.500
0.271,0.500,0.271,0.500, 0.771,0.740,0.229,0.260, 0.771,0.240,0.229,0.240
0.500,0.688,0.500,0.312, 0.236,0.188,0.236,0.188, 0.736,0.188,0.264,0.188
0.262,0.500,0.262,0.500, 0.762,0.664,0.238,0.336, 0.762,0.164,0.238,0.164
0.769,0.263,0.231,0.263, 0.769,0.763,0.231,0.237, 0.269,0.500,0.269,0.500
0.500,0.745,0.500,0.255, 0.790,0.245,0.210,0.245, 0.290,0.245,0.290,0.245
0.184,0.261,0.184,0.261, 0.184,0.761,0.184,0.239, 0.684,0.500,0.316,0.500
0.500,0.267,0.500,0.267, 0.735,0.767,0.265,0.233, 0.235,0.767,0.235,0.233
0.768,0.202,0.232,0.202, 0.268,0.202,0.268,0.202, 0.500,0.702,0.500,0.298
0.214,0.175,0.214,0.175, 0.714,0.500,0.286,0.500, 0.214,0.675,0.214,0.325
0.752,0.237,0.248,0.237, 0.752,0.737,0.248,0.263, 0.252,0.500,0.252,0.500
0.755,0.770,0.245,0.230, 0.255,0.770,0.255,0.230, 0.500,0.270,0.500,0.270
0.298,0.843,0.298,0.157, 0.798,0.843,0.202,0.157, 0.500,0.343,0.500,0.343
0.769,0.709,0.231,0.291, 0.769,0.209,0.231,0.209, 0.269,0.500,0.269,0.500
0.176,0.762,0.176,0.238, 0.500,0.262,0.500,0.262, 0.676,0.762,0.324,0.238
0.245,0.249,0.245,0.249, 0.745,0.249,0.255,0.249, 0.500,0.749,0.500,0.251
0.793,0.264,0.207,0.264, 0.293,0.500,0.293,0.500, 0.793,0.764,0.207,0.236
0.678,0.500,0.322,0.500, 0.178,0.758,0.178,0.242, 0.178,0.258,0.178,0.258
0.318,0.500,0.318,0.500, 0.818,0.742,0.182,0.258, 0.818,0.242,0.182,0.242
0.203,0.764,0.203,0.236, 0.500,0.264,0.500,0.264, 0.703,0.764,0.297,0.236
0.346,0.756,0.346,0.244, 0.846,0.756,0.154,0.244, 0.500,0.256,0.500,0.256
0.808,0.773,0.192,0.227, 0.808,0.273,0.192,0.273, 0.308,0.500,0.308,0.500
0.280,0.782,0.280,0.218, 0.780,0.782,0.220,0.218, 0.500,0.282,0.500,0.282
0.500,0.720,0.500,0.280, 0.763,0.220,0.237,0.220, 0.263,0.220,0.263,0.220
0.735,0.249,0.265,0.249, 0.235,0.249,0.235,0.249, 0.500,0.749,0.500,0.251
0.832,0.774,0.168,0.226, 0.832,0.274,0.168,0.274, 0.332,0.500,0.332,0.500
0.774,0.203,0.226,0.203, 0.500,0.703,0.500,0.297, 0.274,0.203,0.274,0.203
0.500,0.309,0.500,0.309, 0.804,0.809,0.196,0.191, 0.304,0.809,0.304,0.191
0.758,0.222,0.242,0.222, 0.258,0.222,0.258,0.222, 0.500,0.722,0.500,0.278
0.778,0.736,0.222,0.264, 0.778,0.236,0.222,0.236, 0.278,0.500,0.278,0.500
0.500,0.279,0.500,0.279, 0.801,0.779,0.199,0.221, 0.301,0.779,0.301,0.221
0.227,0.231,0.227,0.231, 0.500,0.731,0.500,0.269, 0.727,0.231,0.273,0.231
0.723,0.190,0.277,0.190, 0.500,0.690,0.500,0.310, 0.223,0.190,0.223,0.190
0.293,0.229,0.293,0.229, 0.500,0.729,0.500,0.271, 0.793,0.229,0.207,0.229
0.262,0.775,0.262,0.225, 0.500,0.275,0.500,0.275, 0.762,0.775,0.238,0.225
0.701,0.500,0.299,0.500, 0.201,0.724,0.201,0.276, 0.201,0.224,0.201,0.224
0.796,0.228,0.204,0.228, 0.500,0.728,0.500,0.272, 0.296,0.228,0.296,0.228
0.254,0.500,0.254,0.500, 0.754,0.256,0.246,0.256, 0.754,0.756,0.246,0.244
0.203,0.251,0.203,0.251, 0.703,0.500,0.297,0.500, 0.203,0.751,0.203,0.249
